11545,2
11544,2
11543,2
11542,2
11541,2
11540,1
11539,3
11538,2
11537,2
11536,2
11535,4
11534,2
11533,3
11532,2
11531,2
11530,1
11529,2
11528,2
11527,2
11526,2
11525,2
11524,2
11523,2
11522,2
11521,2
11520,1
11519,3
11517,3
11516,2
11515,3
11514,2
11513,2
11512,2
11511,1
11510,1
11509,1
11508,1
11507,1
11506,1
11505,1
11504,1
11503,1
11502,1
11501,1
11500,1
11499,3
11498,4
11497,3
11496,3
11495,2
11494,3
11493,2
11492,3
11491,3
11490,1
11489,4
11488,3
11487,3
11486,3
11485,2
11484,3
11483,4
11482,3
11481,2
11480,1
11479,3
11478,3
11477,4
11476,4
11475,2
11474,2
11473,3
11472,3
11471,3
11470,1
11469,3
11468,3
11467,4
11466,3
11465,2
11464,4
11463,3
11462,3
11461,2
11460,1
11459,2
11458,2
11457,2
11456,2
11455,2
11454,2
11453,2
11452,2
11451,2
11450,1
11449,3
11448,3
11447,2
11446,4
11445,2
11444,3
11443,3
11442,2
11441,2
11440,1
11439,2
11438,4
11437,3
11436,3
11435,2
11434,3
11433,3
11432,2
11431,2
11430,1
11429,3
11428,3
11427,3
11426,3
11425,2
11424,2
11423,2
11422,2
11421,1
11420,1
11419,3
11418,2
11417,3
11416,2
11415,2
11414,2
11413,2
11412,1
11411,1
11410,1
11409,1
11408,1
11407,1
11406,1
11405,1
11404,1
11403,1
11402,1
11401,1
11400,1
10999,1
10998,1
10997,1
10996,1
10995,1
10994,1
10993,1
10992,1
10991,1
10990,1
10989,1
10988,1
10987,1
10986,1
10985,1
10984,1
10983,1
10982,1
10981,1
10980,1
10979,1
10978,1
10977,1
10976,1
10975,1
10974,1
10973,1
10972,1
10971,1
10970,1
10969,1
10968,1
10967,1
10966,1
10965,1
10964,1
10963,1
10962,1
10961,1
10960,1
10959,1
10958,1
10957,1
10956,1
10955,1
10954,1
10953,1
10952,1
10951,1
10950,1
10949,1
10948,1
10947,1
10946,1
10945,1
10944,1
10943,1
10942,1
10941,1
10940,1
10939,1
10938,1
10937,1
10936,1
10935,1
10934,1
10933,1
10932,1
10931,1
10930,1
10929,1
10928,1
10927,1
10926,1
10925,1
10924,1
10923,1
10922,1
10921,1
10920,1
10919,1
10918,1
10917,1
10916,1
10915,1
10914,1
10913,1
10912,1
10911,1
10910,1
10909,1
10908,1
10907,1
10906,1
10905,1
10904,1
10903,1
10902,1
10901,1
10900,1
11399,3
11398,3
11397,4
11396,3
11395,3
11394,2
11393,2
11392,3
11391,3
11390,1
11389,3
11388,3
11387,4
11386,3
11385,2
11384,4
11383,3
11382,3
11381,2
11380,1
11379,4
11378,4
11377,4
11376,3
11375,2
11374,3
11373,3
11372,2
11371,2
11370,1
11369,3
11368,3
11367,3
11366,2
11365,2
11364,3
11363,3
11362,3
11361,2
11360,1
11359,3
11358,2
11357,2
11356,2
11355,4
11354,2
11353,3
11352,2
11351,2
11350,1
11349,2
11348,4
11347,3
11346,3
11345,2
11344,3
11343,3
11342,2
11341,2
11340,1
11339,2
11338,3
11337,3
11336,3
11335,3
11334,3
11333,3
11332,2
11331,1
11330,1
11329,3
11328,3
11327,2
11326,3
11325,2
11324,2
11323,2
11322,2
11321,1
11320,1
11319,3
11318,2
11317,2
11316,2
11315,2
11314,2
11313,1
11312,1
11311,1
11310,1
11309,1
11308,1
11307,1
11306,1
11305,1
11304,1
11303,1
11302,1
11301,1
11300,1
10899,1
10898,1
10897,1
10896,1
10895,1
10894,1
10893,1
10892,1
10891,1
10890,1
10889,1
10888,1
10887,1
10886,1
10885,1
10884,1
10883,1
10882,1
10881,1
10880,1
10879,1
10878,1
10877,1
10876,1
10875,1
10874,1
10873,1
10872,1
10871,1
10870,1
10869,1
10868,1
10867,1
10866,1
10865,1
10864,1
10863,1
10862,1
10861,1
10860,1
10859,1
10858,1
10857,1
10856,1
10855,1
10854,1
10853,1
10852,1
10851,1
10850,1
10849,1
10848,1
10847,1
10846,1
10845,1
10844,1
10843,1
10842,1
10841,1
10840,1
10839,1
10838,1
10837,1
10836,1
10835,1
10834,1
10833,1
10832,1
10831,1
10830,1
10829,1
10828,1
10827,1
10826,1
10825,1
10824,1
10823,1
10822,1
10821,1
10820,1
10819,1
10818,1
10817,1
10816,1
10815,1
10814,1
10813,1
10812,1
10811,1
10810,1
10809,1
10808,1
10807,1
10806,1
10805,1
10804,1
10803,1
10802,1
10801,1
10800,1
11299,3
11298,3
11297,3
11296,2
11295,2
11294,3
11293,3
11292,3
11291,2
11290,1
11289,3
11288,3
11287,2
11286,4
11285,2
11284,3
11283,3
11282,2
11281,2
11280,1
11279,3
11278,2
11277,4
11276,3
11275,2
11274,3
11273,2
11272,3
11271,2
11270,1
11269,2
11268,4
11267,3
11266,3
11265,2
11264,3
11263,3
11262,2
11261,2
11260,1
11259,2
11258,2
11257,2
11256,2
11255,2
11254,2
11253,2
11252,2
11251,2
11250,1
11249,3
11248,3
11247,3
11246,3
11245,2
11244,2
11243,2
11242,2
11241,1
11240,1
11239,3
11238,3
11237,2
11236,3
11235,2
11234,2
11233,2
11232,2
11231,1
11230,1
11229,3
11228,2
11227,3
11226,2
11225,2
11224,2
11223,2
11222,1
11221,1
11220,1
11219,2
11218,2
11217,2
11216,2
11215,2
11214,1
11213,1
11212,1
11211,1
11210,1
11209,1
11208,1
11207,1
11206,1
11205,1
11204,1
11203,1
11202,1
11201,1
11200,1
10799,1
10798,1
10797,1
10796,1
10795,1
10794,1
10793,1
10792,1
10791,1
10790,1
10789,1
10788,1
10787,1
10786,1
10785,1
10784,1
10783,1
10782,1
10781,1
10780,1
10779,1
10778,1
10777,1
10776,1
10775,1
10774,1
10773,1
10772,1
10771,1
10770,1
10769,1
10768,1
10767,1
10766,1
10765,1
10764,1
10763,1
10762,1
10761,1
10760,1
10759,1
10758,1
10757,1
10756,1
10755,1
10754,1
10753,1
10752,1
10751,1
10750,1
10749,1
10748,1
10747,1
10746,1
10745,1
10744,1
10743,1
10742,1
10741,1
10740,1
10739,1
10738,1
10737,1
10736,1
10735,1
10734,1
10733,1
10732,1
10731,1
10730,1
10729,1
10728,1
10727,1
10726,1
10725,1
10724,1
10723,1
10722,1
10721,1
10720,1
10719,1
10718,1
10717,1
10716,1
10715,1
10714,1
10713,1
10712,1
10711,1
10710,1
10709,1
10708,1
10707,1
10706,1
10705,1
10704,1
10703,1
10702,1
10701,1
10700,1
11199,2
11198,3
11197,3
11196,3
11195,3
11194,3
11193,3
11192,2
11191,1
11190,1
11189,3
11188,3
11187,3
11186,3
11185,2
11184,2
11183,2
11182,2
11181,1
11180,1
11179,3
11178,3
11177,4
11176,2
11175,3
11174,3
11173,2
11172,2
11171,1
11170,1
11169,3
11168,3
11167,2
11166,3
11165,2
11164,2
11163,2
11162,2
11161,1
11160,1
11159,3
11158,2
11157,3
11156,2
11155,3
11154,2
11153,2
11152,2
11151,1
11150,1
11149,3
11148,2
11147,3
11146,2
11145,2
11144,2
11143,2
11142,1
11141,1
11140,1
11139,3
11138,2
11137,2
11136,2
11135,2
11134,2
11133,1
11132,1
11131,1
11130,1
11129,2
11128,2
11127,2
11126,2
11125,2
11124,1
11123,1
11122,1
11121,1
11120,1
11119,1
11118,1
11117,1
11116,1
11115,1
11114,1
11113,1
11112,1
11111,1
11110,1
11109,1
11108,1
11107,1
11106,1
11105,1
11104,1
11103,1
11102,1
11101,1
11100,1
10699,1
10698,1
10697,1
10696,1
10695,1
10694,1
10693,1
10692,1
10691,1
10690,1
10689,1
10688,1
10687,1
10686,1
10685,1
10684,1
10683,1
10682,1
10681,1
10680,1
10679,1
10678,1
10677,1
10676,1
10675,1
10674,1
10673,1
10672,1
10671,1
10670,1
10669,1
10668,1
10667,1
10666,1
10665,1
10664,1
10663,1
10662,1
10661,1
10660,1
10659,1
10658,1
10657,1
10656,1
10655,1
10654,1
10653,1
10652,1
10651,1
10650,1
10649,1
10648,1
10647,1
10646,1
10645,1
10644,1
10643,1
10642,1
10641,1
10640,1
10639,1
10638,1
10637,1
10636,1
10635,1
10634,1
10633,1
10632,1
10631,1
10630,1
10629,1
10628,1
10627,1
10626,1
10625,1
10624,1
10623,1
10622,1
10621,1
10620,1
10619,1
10618,1
10617,1
10616,1
10615,1
10614,1
10613,1
10612,1
10611,1
10610,1
10609,1
10608,1
10607,1
10606,1
10605,1
10604,1
10603,1
10602,1
10601,1
10600,1
11099,1
11098,1
11097,1
11096,1
11095,1
11094,1
11093,1
11092,1
11091,1
11090,1
11089,1
11088,1
11087,1
11086,1
11085,1
11084,1
11083,1
11082,1
11081,1
11080,1
11079,1
11078,1
11077,1
11076,1
11075,1
11074,1
11073,1
11072,1
11071,1
11070,1
11069,1
11068,1
11067,1
11066,1
11065,1
11064,1
11063,1
11062,1
11061,1
11060,1
11059,1
11058,1
11057,1
11056,1
11055,1
11054,1
11053,1
11052,1
11051,1
11050,1
11049,1
11048,1
11047,1
11046,1
11045,1
11044,1
11043,1
11042,1
11041,1
11040,1
11039,1
11038,1
11037,1
11036,1
11035,1
11034,1
11033,1
11032,1
11031,1
11030,1
11029,1
11028,1
11027,1
11026,1
11025,1
11024,1
11023,1
11022,1
11021,1
11020,1
11019,1
11018,1
11017,1
11016,1
11015,1
11014,1
11013,1
11012,1
11011,1
11010,1
11009,1
11008,1
11007,1
11006,1
11005,1
11004,1
11003,1
11002,1
11001,1
11000,1
10599,1
10598,1
10597,1
10596,1
10595,1
10594,1
10593,1
10592,1
10591,1
10590,1
10589,1
10588,1
10587,1
10586,1
10585,1
10584,1
10583,1
10582,1
10581,1
10580,1
10579,1
10578,1
10577,1
10576,1
10575,1
10574,1
10573,1
10572,1
10571,1
10570,1
10569,1
10568,1
10567,1
10566,1
10565,1
10564,1
10563,1
10562,1
10561,1
10560,1
10559,1
10558,1
10557,1
10556,1
10555,1
10554,1
10553,1
10552,1
10551,1
10550,1
10549,1
10548,1
10547,1
10546,1
10545,1
10544,1
10543,1
10542,1
10541,1
10540,1
10539,1
10538,1
10537,1
10536,1
10535,1
10534,1
10533,1
10532,1
10531,1
10530,1
10529,1
10528,1
10527,1
10526,1
10525,1
10524,1
10523,1
10522,1
10521,1
10520,1
10519,1
10518,1
10517,1
10516,1
10515,1
10514,1
10513,1
10512,1
10511,1
10510,1
10509,1
10508,1
10507,1
10506,1
10505,1
10504,1
10503,1
10502,1
10501,1
10500,1
10499,1
10498,1
10497,1
10496,1
10495,1
10494,1
10493,1
10492,1
10491,1
10490,1
10489,1
10488,1
10487,1
10486,1
10485,1
10484,1
10483,1
10482,1
10481,1
10480,1
10479,1
10478,1
10477,1
10476,1
10475,1
10474,1
10473,1
10472,1
10471,1
10470,1
10469,1
10468,1
10467,1
10466,1
10465,1
10464,1
10463,1
10462,1
10461,1
10460,1
10459,1
10458,1
10457,1
10456,1
10455,1
10454,1
10453,1
10452,1
10451,1
10450,1
10449,1
10448,1
10447,1
10446,1
10445,1
10444,1
10443,1
10442,1
10441,1
10440,1
10439,1
10438,1
10437,1
10436,1
10435,1
10434,1
10433,1
10432,1
10431,1
10430,1
10429,1
10428,1
10427,1
10426,1
10425,1
10424,1
10423,1
10422,1
10421,1
10420,1
10419,1
10418,1
10417,1
10416,1
10415,1
10414,1
10413,1
10412,1
10411,1
10410,1
10409,1
10408,1
10407,1
10406,1
10405,1
10404,1
10403,1
10402,1
10401,1
10400,1
10399,1
10398,1
10397,1
10396,1
10395,1
10394,1
10393,1
10392,1
10391,1
10390,1
10389,1
10388,1
10387,1
10386,1
10385,1
10384,1
10383,1
10382,1
10381,1
10380,1
10379,1
10378,1
10377,1
10376,1
10375,1
10374,1
10373,1
10372,1
10371,1
10370,1
10369,1
10368,1
10367,1
10366,1
10365,1
10364,1
10363,1
10362,1
10361,1
10360,1
10359,1
10358,1
10357,1
10356,1
10355,1
10354,1
10353,1
10352,1
10351,1
10350,1
10349,1
10348,1
10347,1
10346,1
10345,1
10344,1
10343,1
10342,1
10341,1
10340,1
10339,1
10338,1
10337,1
10336,1
10335,1
10334,1
10333,1
10332,1
10331,1
10330,1
10329,1
10328,1
10327,1
10326,1
10325,1
10324,1
10323,1
10322,1
10321,1
10320,1
10319,1
10318,1
10317,1
10316,1
10315,1
10314,1
10313,1
10312,1
10311,1
10310,1
10309,1
10308,1
10307,1
10306,1
10305,1
10304,1
10303,1
10302,1
10301,1
10300,1
10299,1
10298,1
10297,1
10296,1
10295,1
10294,1
10293,1
10292,1
10291,1
10290,1
10289,1
10288,1
10287,1
10286,1
10285,1
10284,1
10283,1
10282,1
10281,1
10280,1
10279,1
10278,1
10277,1
10276,1
10275,1
10274,1
10273,1
10272,1
10271,1
10270,1
10269,1
10268,1
10267,1
10266,1
10265,1
10264,1
10263,1
10262,1
10261,1
10260,1
10259,1
10258,1
10257,1
10256,1
10255,1
10254,1
10253,1
10252,1
10251,1
10250,1
10249,1
10248,1
10247,1
10246,1
10245,1
10244,1
10243,1
10242,1
10241,1
10240,1
10239,1
10238,1
10237,1
10236,1
10235,1
10234,1
10233,1
10232,1
10231,1
10230,1
10229,1
10228,1
10227,1
10226,1
10225,1
10224,1
10223,1
10222,1
10221,1
10220,1
10219,1
10218,1
10217,1
10216,1
10215,1
10214,1
10213,1
10212,1
10211,1
10210,1
10209,1
10208,1
10207,1
10206,1
10205,1
10204,1
10203,1
10202,1
10201,1
10200,1
10199,1
10198,1
10197,1
10196,1
10195,1
10194,1
10193,1
10192,1
10191,1
10190,1
10189,1
10188,1
10187,1
10186,1
10185,1
10184,1
10183,1
10182,1
10181,1
10180,1
10179,1
10178,1
10177,1
10176,1
10175,1
10174,1
10173,1
10172,1
10171,1
10170,1
10169,1
10168,1
10167,1
10166,1
10165,1
10164,1
10163,1
10162,1
10161,1
10160,1
10159,1
10158,1
10157,1
10156,1
10155,1
10154,1
10153,1
10152,1
10151,1
10150,1
10149,1
10148,1
10147,1
10146,1
10145,1
10144,1
10143,1
10142,1
10141,1
10140,1
10139,1
10138,1
10137,1
10136,1
10135,1
10134,1
10133,1
10132,1
10131,1
10130,1
10129,1
10128,1
10127,1
10126,1
10125,1
10124,1
10123,1
10122,1
10121,1
10120,1
10119,1
10118,1
10117,1
10116,1
10115,1
10114,1
10113,1
10112,1
10111,1
10110,1
10109,1
10108,1
10107,1
10106,1
10105,1
10104,1
10103,1
10102,1
10101,1
10100,1
10099,1
10098,1
10097,1
10096,1
10095,1
10094,1
10093,1
10092,1
10091,1
10090,1
10089,1
10088,1
10087,1
10086,1
10085,1
10084,1
10083,1
10082,1
10081,1
10080,1
10079,1
10078,1
10077,1
10076,1
10075,1
10074,1
10073,1
10072,1
10071,1
10070,1
10069,1
10068,1
10067,1
10066,1
10065,1
10064,1
10063,1
10062,1
10061,1
10060,1
10059,1
10058,1
10057,1
10056,1
10055,1
10054,1
10053,1
10052,1
10051,1
10050,1
10049,1
10048,1
10047,1
10046,1
10045,1
10044,1
10043,1
10042,1
10041,1
10040,1
10039,1
10038,1
10037,1
10036,1
10035,1
10034,1
10033,1
10032,1
10031,1
10030,1
10029,1
10028,1
10027,1
10026,1
10025,1
10024,1
10023,1
10022,1
10021,1
10020,1
10019,1
10018,1
10017,1
10016,1
10015,1
10014,1
10013,1
10012,1
10011,1
10010,1
10009,1
10008,1
10007,1
10006,1
10005,1
10004,1
10003,1
10002,1
10001,1
1379,4
5730,1
1378,4
1377,4
1376,3
1375,2
1374,3
1373,3
1372,2
1371,2
1370,1
5729,2
5728,2
5727,2
5726,2
5725,2
5724,2
5723,2
5722,2
5721,2
1369,3
5720,1
1368,3
1367,3
1366,2
1365,2
1364,3
1363,3
1362,3
1361,2
1360,1
5719,3
5718,2
5717,3
5716,2
5715,4
5714,2
5713,2
5712,2
5711,3
1359,3
5710,1
1358,2
1357,2
1356,2
1355,4
1354,2
1353,3
1352,2
1351,2
1350,1
5709,1
5708,1
5707,1
5706,1
5705,1
5704,1
5703,1
5702,1
5701,1
1349,2
5700,1
1348,4
1347,3
1346,3
1345,2
1344,3
1343,3
1342,2
1341,2
1340,1
1339,2
1338,3
1337,3
1336,3
1335,3
1334,3
1333,3
1332,2
1331,1
1330,1
1329,3
1328,3
1327,2
1326,3
1325,2
1324,2
1323,2
1322,2
1321,1
1320,1
1319,3
1318,2
1317,2
1316,2
1315,2
1314,2
1313,1
1312,1
1311,1
1310,1
1309,1
1308,1
1307,1
1306,1
1305,1
1304,1
1303,1
1302,1
1301,1
1300,1
6199,4
6198,3
6197,5
6196,3
6195,2
6194,3
6193,3
6192,2
6191,3
6190,1
6189,3
6188,5
6187,4
6186,4
6185,2
6184,3
6183,3
6182,4
6181,3
6180,1
6179,5
6178,4
6177,4
6176,3
6175,2
6174,4
6173,3
6172,3
6171,2
6170,1
6169,3
6168,4
6167,3
6166,3
6165,2
6164,3
6163,2
6162,3
6161,3
6160,1
6159,2
6158,2
6157,2
6156,2
6155,2
6154,2
6153,2
6152,2
6151,2
6150,1
6149,3
6148,3
6147,4
6146,3
6145,2
6144,4
6143,3
6142,3
6141,2
6140,1
6139,3
6138,3
6137,3
6136,2
6135,2
6134,3
6133,3
6132,3
6131,2
6130,1
6129,2
6128,4
6127,3
6126,3
6125,2
6124,3
6123,3
6122,2
6121,2
6120,1
6119,3
6118,3
6117,2
6116,3
6115,2
6114,2
6113,2
6112,2
6111,1
6110,1
6109,1
6108,1
6107,1
6106,1
6105,1
6104,1
6103,1
6102,1
6101,1
6100,1
5699,2
5698,2
5697,2
5696,2
5695,2
5694,2
5693,2
5692,2
5691,2
5690,1
5689,2
5688,2
5687,2
5686,2
5685,2
5684,2
5683,2
5682,2
5681,2
5680,1
5679,2
5678,2
5677,2
5676,2
5675,2
5674,2
5673,2
5672,2
5671,2
5670,1
5669,2
5668,2
5667,2
5666,2
5665,2
5664,2
5663,2
5662,2
5661,2
5660,1
5659,2
5658,2
5657,2
5656,2
5655,2
5654,2
5653,2
5652,2
5651,2
1299,3
5650,1
1298,3
1297,3
1296,2
1295,2
1294,3
1293,3
1292,3
1291,2
1290,1
5649,2
5648,2
5647,2
5646,2
5645,2
5644,2
5643,2
5642,2
5641,2
1289,3
5640,1
1288,3
1287,2
1286,4
1285,2
1284,3
1283,3
1282,2
1281,2
1280,1
5639,2
5638,2
5637,2
5636,2
5635,2
5634,2
5633,2
5632,2
5631,2
1279,3
5630,1
1278,2
1277,4
1276,3
1275,2
1274,3
1273,2
1272,3
1271,2
1270,1
5629,2
5628,2
5627,2
5626,2
5625,2
5624,2
5623,2
5622,2
5621,2
1269,2
5620,1
1268,4
1267,3
1266,3
1265,2
1264,3
1263,3
1262,2
1261,2
1260,1
5619,2
5618,2
5617,2
5616,2
5615,2
5614,2
5613,2
5612,2
5611,2
1259,2
5610,1
1258,2
1257,2
1256,2
1255,2
1254,2
1253,2
1252,2
1251,2
1250,1
5609,1
5608,1
5607,1
5606,1
5605,1
5604,1
5603,1
5602,1
5601,1
1249,3
5600,1
1248,3
1247,3
1246,3
1245,2
1244,2
1243,2
1242,2
1241,1
1240,1
1239,3
1238,3
1237,2
1236,3
1235,2
1234,2
1233,2
1232,2
1231,1
1230,1
1229,3
1228,2
1227,3
1226,2
1225,2
1224,2
1223,2
1222,1
1221,1
1220,1
1219,2
1218,2
1217,2
1216,2
1215,2
1214,1
1213,1
1212,1
1211,1
1210,1
1209,1
1208,1
1207,1
1206,1
1205,1
1204,1
1203,1
1202,1
1201,1
1200,1
6099,1
6098,1
6097,1
6096,1
6095,1
6094,1
6093,1
6092,1
6091,1
6090,1
6089,1
6088,1
6087,1
6086,1
6085,1
6084,1
6083,1
6082,1
6081,1
6080,1
6079,1
6078,1
6077,1
6076,1
6075,1
6074,1
6073,1
6072,1
6071,1
6070,1
6069,1
6068,1
6067,1
6066,1
6065,1
6064,1
6063,1
6062,1
6061,1
6060,1
6059,1
6058,1
6057,1
6056,1
6055,1
6054,1
6053,1
6052,1
6051,1
6050,1
6049,1
6048,1
6047,1
6046,1
6045,1
6044,1
6043,1
6042,1
6041,1
6040,1
6039,1
6038,1
6037,1
6036,1
6035,1
6034,1
6033,1
6032,1
6031,1
6030,1
6029,1
6028,1
6027,1
6026,1
6025,1
6024,1
6023,1
6022,1
6021,1
6020,1
6019,1
6018,1
6017,1
6016,1
6015,1
6014,1
6013,1
6012,1
6011,1
6010,1
9999,3
9998,3
6009,1
9997,2
6008,1
9996,5
6007,1
9995,3
6006,1
9994,3
6005,1
9993,3
6004,1
9992,3
6003,1
9991,4
6002,1
9990,1
6001,1
6000,1
9989,3
9988,3
9987,3
9986,4
9985,2
9984,3
9983,4
9982,3
9981,4
9980,1
9979,2
9978,3
9977,4
9976,2
9975,3
9974,4
9973,2
9972,3
9971,3
9970,1
9969,5
9968,4
9967,2
9966,3
9965,2
9964,4
9963,3
9962,4
9961,4
9960,1
9959,3
9958,2
9957,3
9956,2
9955,2
9954,2
9953,3
9952,2
9951,2
9950,1
5599,2
5598,2
5597,5
5596,2
5595,3
5594,2
5593,3
5592,2
5591,3
5590,1
9949,3
9948,3
9947,4
9946,4
9945,2
9944,3
9943,4
9942,4
9941,3
9940,1
5589,2
5588,2
5587,2
5586,2
5585,2
5584,2
5583,2
5582,2
5581,2
5580,1
9939,3
9938,4
9937,2
9936,3
9935,3
9934,4
9933,4
9932,4
9931,3
9930,1
5579,5
5578,2
5577,3
5576,2
5575,3
5574,2
5573,3
5572,2
5571,4
5570,1
9929,3
9928,3
9927,3
9926,4
9925,2
9924,4
9923,4
9922,3
9921,3
9920,1
5569,2
5568,2
5567,2
5566,2
5565,2
5564,2
5563,2
5562,2
5561,2
5560,1
9919,4
9918,4
9917,3
9916,4
9915,2
9914,3
9913,3
9912,3
9911,2
9910,1
5559,3
5558,2
5557,3
5556,2
5555,3
5554,2
5553,3
5552,2
5551,3
1199,2
5550,1
1198,3
1197,3
1196,3
1195,3
1194,3
1193,3
1192,2
1191,1
1190,1
9909,1
9908,1
9907,1
9906,1
9905,1
9904,1
9903,1
9902,1
9901,1
9900,1
5549,2
5548,2
5547,2
5546,2
5545,2
5544,2
5543,2
5542,2
5541,2
1189,3
5540,1
1188,3
1187,3
1186,3
1185,2
1184,2
1183,2
1182,2
1181,1
1180,1
5539,3
5538,2
5537,3
5536,2
5535,3
5534,2
5533,3
5532,2
5531,4
1179,3
5530,1
1178,3
1177,4
1176,2
1175,3
1174,3
1173,2
1172,2
1171,1
1170,1
5529,2
5528,2
5527,2
5526,2
5525,2
5524,2
5523,2
5522,2
5521,2
1169,3
5520,1
1168,3
1167,2
1166,3
1165,2
1164,2
1163,2
1162,2
1161,1
1160,1
5519,3
5518,2
5517,4
5516,2
5515,3
5514,2
5513,4
5512,2
5511,3
1159,3
5510,1
1158,2
1157,3
1156,2
1155,3
1154,2
1153,2
1152,2
1151,1
1150,1
5509,1
5508,1
5507,1
5506,1
5505,1
5504,1
5503,1
5502,1
5501,1
1149,3
5500,1
1148,2
1147,3
1146,2
1145,2
1144,2
1143,2
1142,1
1141,1
1140,1
1139,3
1138,2
1137,2
1136,2
1135,2
1134,2
1133,1
1132,1
1131,1
1130,1
1129,2
1128,2
1127,2
1126,2
1125,2
1124,1
1123,1
1122,1
1121,1
1120,1
1119,1
1118,1
1117,1
1116,1
1115,1
1114,1
1113,1
1112,1
1111,1
1110,1
1109,1
1108,1
1107,1
1106,1
1105,1
1104,1
1103,1
1102,1
1101,1
1100,1
9899,3
9898,3
9897,3
9896,4
9895,2
9894,3
9893,4
9892,3
9891,4
9890,1
9889,3
9888,2
9887,2
9886,3
9885,2
9884,2
9883,3
9882,3
9881,3
9880,1
9879,3
9878,2
9877,3
9876,2
9875,2
9874,2
9873,3
9872,2
9871,2
9870,1
9869,4
9868,3
9867,2
9866,3
9865,2
9864,3
9863,3
9862,4
9861,3
9860,1
9859,2
9858,2
9857,2
9856,2
9855,2
9854,2
9853,2
9852,2
9851,2
9850,1
5499,2
5498,2
5497,2
5496,2
5495,2
5494,2
5493,2
5492,2
5491,2
5490,1
9849,3
9848,2
9847,2
9846,3
9845,2
9844,3
9843,4
9842,3
9841,4
9840,1
5489,2
5488,2
5487,2
5486,2
5485,2
5484,2
5483,2
5482,2
5481,2
5480,1
9839,4
9838,3
9837,3
9836,3
9835,2
9834,4
9833,4
9832,3
9831,3
9830,1
5479,2
5478,2
5477,2
5476,2
5475,2
5474,2
5473,2
5472,2
5471,2
5470,1
9829,3
9828,3
9827,2
9826,4
9825,2
9824,3
9823,3
9822,4
9821,3
9820,1
5469,2
5468,2
5467,2
5466,2
5465,2
5464,2
5463,2
5462,2
5461,2
5460,1
9819,4
9818,3
9817,2
9816,3
9815,2
9814,4
9813,3
9812,3
9811,3
9810,1
5459,2
5458,2
5457,2
5456,2
5455,2
5454,2
5453,2
5452,2
5451,2
1099,1
5450,1
1098,1
1097,1
1096,1
1095,1
1094,1
1093,1
1092,1
1091,1
1090,1
9809,1
9808,1
9807,1
9806,1
9805,1
9804,1
9803,1
9802,1
9801,1
9800,1
5449,2
5448,2
5447,2
5446,2
5445,2
5444,2
5443,2
5442,2
5441,2
1089,1
5440,1
1088,1
1087,1
1086,1
1085,1
1084,1
1083,1
1082,1
1081,1
1080,1
5439,2
5438,2
5437,2
5436,2
5435,2
5434,2
5433,2
5432,2
5431,2
1079,1
5430,1
1078,1
1077,1
1076,1
1075,1
1074,1
1073,1
1072,1
1071,1
1070,1
5429,2
5428,2
5427,2
5426,2
5425,2
5424,2
5423,2
5422,2
5421,2
1069,1
5420,1
1068,1
1067,1
1066,1
1065,1
1064,1
1063,1
1062,1
1061,1
1060,1
5419,2
5418,2
5417,2
5416,2
5415,2
5414,2
5413,2
5412,2
5411,2
1059,1
5410,1
1058,1
1057,1
1056,1
1055,1
1054,1
1053,1
1052,1
1051,1
1050,1
5409,1
5408,1
5407,1
5406,1
5405,1
5404,1
5403,1
5402,1
5401,1
1049,1
5400,1
1048,1
1047,1
1046,1
1045,1
1044,1
1043,1
1042,1
1041,1
1040,1
1039,1
1038,1
1037,1
1036,1
1035,1
1034,1
1033,1
1032,1
1031,1
1030,1
1029,1
1028,1
1027,1
1026,1
1025,1
1024,1
1023,1
1022,1
1021,1
1020,1
1019,1
1018,1
1017,1
1016,1
1015,1
1014,1
1013,1
1012,1
1011,1
1010,1
4999,3
1009,1
4998,3
1008,1
4997,4
1007,1
4996,4
1006,1
4995,2
1005,1
4994,3
1004,1
4993,4
1003,1
4992,4
1002,1
4991,3
1001,1
4990,1
1000,1
4989,3
4988,2
4987,2
4986,3
4985,2
4984,3
4983,4
4982,3
4981,4
4980,1
4979,4
4978,2
4977,5
4976,3
4975,2
4974,2
4973,3
4972,2
4971,3
4970,1
4969,4
4968,3
4967,3
4966,3
4965,2
4964,4
4963,4
4962,3
4961,3
4960,1
4959,2
4958,2
4957,2
4956,2
4955,2
4954,2
4953,2
4952,2
4951,2
4950,1
4949,3
4948,3
4947,2
4946,4
4945,2
4944,3
4943,3
4942,4
4941,3
4940,1
4939,4
4938,4
4937,3
4936,4
4935,2
4934,3
4933,3
4932,3
4931,2
4930,1
4929,4
4928,3
4927,2
4926,3
4925,2
4924,4
4923,3
4922,3
4921,3
4920,1
4919,3
4918,4
4917,3
4916,3
4915,2
4914,3
4913,2
4912,3
4911,3
4910,1
4909,1
4908,1
4907,1
4906,1
4905,1
4904,1
4903,1
4902,1
4901,1
4900,1
9799,2
9798,3
9797,4
9796,2
9795,3
